25,29,2,28,27,13,16,2,10,0,13,10,0,14,8,2,14,29,3,15,19,14,9,14,10,26,28,14,16,28,7,23,16,1,27,20,0,1,10,1
3,10,4,21,15,22,4,26,26,8,15,20,0,17,25,29,16,9,25,1,15,4,27,19,21,26,26,14,20,28,25,6,24,1,12,8,3,21,18,18
20,15,4,18,14,13,16,25,9,0,13,7,19,14,8,2,14,29,3,1,19,14,24,16,5,10,6,0,20,0,23,4,18,21,13,2,4,1,10,1
24,15,4,21,15,22,4,2,10,8,15,20,0,17,25,29,16,9,25,1,19,14,24,16,5,10,6,0,16,0,23,4,18,13,12,20,0,21,18,18
20,15,4,18,14,10,7,3,29,2,13,11,28,16,26,0,16,9,25,11,15,4,27,19,21,10,6,0,20,0,23,4,18,8,25,0,3,1,10,1
24,15,4,21,15,22,4,26,26,8,15,20,0,17,25,29,16,9,25,1,15,4,27,19,21,26,26,14,20,28,25,6,24,1,12,20,0,2,2,7
3,10,1,2,17,22,4,26,26,8,15,20,0,17,25,29,16,9,25,1,15,4,27,19,21,26,26,14,20,28,25,6,24,1,12,20,3,2,2,7
3,10,1,2,17,13,16,25,9,0,13,7,11,14,8,2,14,29,3,1,19,14,24,16,5,9,28,14,26,0,8,4,7,1,23,16,24,1,10,1
20,10,4,18,14,13,8,8,21,25,17,16,12,0,2,4,27,22,8,22,11,28,9,24,10,11,28,14,16,28,7,23,16,15,27,8,13,2,2,7
20,15,4,18,14,10,7,3,29,2,13,11,28,16,26,0,16,9,25,11,15,4,27,19,21,10,6,14,26,0,8,4,7,1,23,16,24,1,10,1
25,29,2,28,27,13,16,2,10,0,13,10,0,14,8,2,14,29,3,15,19,14,9,14,10,26,28,14,16,28,7,23,16,1,27,20,0,23,10,1
3,10,4,18,14,13,8,8,21,25,17,16,12,0,2,4,27,22,8,22,14,28,24,16,5,10,6,14,26,21,19,18,11,1,27,20,0,1,10,1
25,29,2,28,27,13,16,2,10,0,13,10,0,14,8,2,14,29,3,11,20,17,1,28,21,9,28,0,16,0,23,4,18,13,12,20,0,21,18,18
3,10,2,2,17,25,21,24,23,6,4,20,0,8,28,25,6,3,0,1,11,14,9,14,10,26,28,14,16,28,7,23,16,1,27,20,0,1,10,1
20,15,4,18,14,10,7,3,29,12,13,11,28,16,26,0,16,9,25,11,15,4,27,19,21,10,6,14,26,0,8,4,7,1,23,16,24,1,10,1
3,10,2,28,27,13,4,2,26,8,15,20,0,17,25,29,16,9,25,1,19,14,24,16,5,10,6,0,16,0,23,4,18,13,12,20,0,21,18,18
3,10,4,18,14,22,12,2,23,12,22,18,19,6,15,0,27,11,5,11,22,12,3,14,21,11,26,14,20,28,5,12,24,9,0,23,3,2,2,7
3,10,2,2,17,22,12,28,10,12,22,18,16,6,27,0,27,11,5,15,22,12,3,14,21,17,12,22,20,0,8,6,7,13,12,20,0,21,18,18
24,15,4,21,15,22,21,2,23,12,4,20,19,8,28,25,27,22,8,22,15,4,27,19,21,10,6,0,16,0,25,4,18,13,12,20,0,21,18,18
3,10,2,28,17,25,21,24,23,12,4,20,0,8,28,25,6,3,0,1,19,14,1,14,21,22,6,0,3,0,23,4,18,13,25,0,25,5,10,1
20,15,4,18,14,13,16,25,9,0,13,7,19,14,15,2,14,29,3,1,19,14,24,16,5,9,28,14,26,0,8,4,7,1,23,16,24,1,10,1
3,10,1,2,17,13,16,25,9,0,13,7,11,14,8,2,14,29,3,1,19,14,24,16,5,9,28,14,26,0,8,4,7,1,23,16,24,1,10,1
3,10,2,2,17,22,12,28,10,12,22,18,16,6,27,0,27,11,5,15,22,12,3,14,21,17,12,22,20,0,8,6,7,13,12,20,0,21,18,18
24,15,4,21,15,22,4,26,26,8,15,20,0,17,25,29,16,9,25,11,15,4,27,19,21,26,26,14,20,28,25,6,24,1,12,8,3,21,18,18
20,15,4,18,14,10,7,3,29,2,13,11,28,16,26,0,16,9,25,11,15,4,27,19,21,10,6,0,16,0,23,4,18,13,12,20,0,21,18,1
25,29,2,28,27,13,16,2,10,0,13,10,0,14,8,2,14,29,3,15,20,17,1,28,21,9,28,0,16,0,23,4,18,13,12,20,0,21,18,18
25,29,2,28,27,13,16,2,10,0,13,10,0,14,8,2,14,29,3,15,20,17,1,28,21,9,28,0,16,0,23,4,18,13,12,20,0,21,18,18
3,10,2,28,27,13,8,3,23,25,17,16,19,0,15,4,27,22,8,22,15,4,27,19,21,10,6,0,16,0,25,4,18,13,12,20,0,21,18,18
3,10,4,18,14,13,8,8,21,25,17,16,12,0,2,25,16,9,25,11,14,22,26,6,21,26,28,14,16,28,7,23,16,15,27,8,13,2,2,7
25,29,2,28,27,13,16,2,10,0,13,10,0,14,8,2,14,29,3,15,20,17,1,28,21,9,28,0,16,0,23,4,18,29,12,20,0,21,18,1
3,10,2,2,17,25,21,24,23,6,4,20,0,8,28,25,6,3,0,1,19,14,9,14,10,26,28,14,16,28,7,23,16,1,27,20,0,1,10,1
3,10,4,18,14,13,8,8,21,25,17,16,12,0,2,4,27,22,8,22,14,28,24,16,5,10,6,14,26,21,19,18,11,21,13,2,4,23,18,18
20,15,4,18,14,22,16,3,10,0,13,7,19,14,8,2,6,3,0,11,14,22,26,6,21,26,28,14,15,3,9,6,1,8,25,0,25,5,10,1
25,29,2,28,27,13,16,2,10,0,13,10,0,14,1,25,6,3,0,1,11,14,9,14,10,10,0,0,23,0,23,4,18,8,25,0,3,1,10,1
20,15,4,28,14,22,16,3,10,0,13,7,19,14,8,2,6,3,0,11,14,22,4,16,5,11,26,14,20,28,5,12,24,9,0,23,3,2,2,7
3,10,1,2,17,13,16,25,10,0,13,7,11,14,8,2,14,29,3,1,19,14,24,16,5,9,28,14,26,0,8,4,7,1,23,16,24,1,10,1
3,10,2,2,17,25,21,24,23,6,4,20,0,8,28,25,6,3,0,1,19,14,9,14,10,17,12,22,20,0,8,6,7,29,20,29,2,5,11,27
3,10,2,28,27,13,21,24,23,12,4,20,0,8,28,25,16,9,25,11,14,22,26,6,21,26,28,14,16,28,7,23,16,15,27,8,13,2,2,7
3,10,2,28,17,13,16,3,23,0,13,7,19,14,8,29,16,9,25,1,20,17,9,14,10,17,12,22,20,0,8,6,7,13,12,20,0,5,18,18
25,29,2,28,27,13,16,2,10,0,13,10,0,14,1,25,6,3,0,1,19,14,9,14,10,10,0,0,23,0,23,4,18,13,12,20,0,21,18,18
25,29,2,28,27,13,16,2,10,0,13,10,0,14,8,2,14,29,3,15,19,14,3,14,21,17,12,22,20,0,8,6,7,13,12,20,0,21,18,18
3,10,4,21,15,22,4,26,26,8,15,20,0,17,25,29,16,9,25,1,15,4,27,19,21,26,26,14,20,28,25,6,24,1,12,20,0,2,2,7
20,15,4,18,14,13,16,2,9,0,13,7,19,14,15,2,14,29,3,1,19,14,24,16,5,9,28,14,26,0,8,4,7,1,23,16,24,1,10,1
24,15,4,21,15,22,4,2,26,8,15,20,0,17,25,29,16,9,25,11,22,12,3,14,21,11,26,14,20,28,5,12,24,9,0,23,3,2,2,7
