3,10,2,2,17,25,21,24,23,6,4,20,0,8,28,25,6,3,0,1,19,14,9,14,10,26,28,14,16,28,7,23,16,15,27,20,0,21,18,1
20,15,4,18,14,10,7,20,29,2,13,11,28,16,26,0,27,11,5,15,11,12,9,24,10,10,6,14,15,3,9,12,1,15,27,20,0,21,18,18
3,10,4,18,14,22,12,28,23,12,22,18,0,6,15,0,22,0,4,11,20,17,1,28,21,9,28,14,26,0,8,4,7,1,23,16,24,1,10,1
3,10,2,28,27,13,8,8,21,25,17,16,19,0,2,4,27,22,8,22,14,28,1,28,21,17,12,22,20,0,8,4,7,13,12,20,0,21,18,18
3,10,2,2,17,25,21,24,10,6,4,10,0,8,28,25,6,3,0,11,19,14,24,16,5,10,6,22,20,0,8,4,7,9,0,23,22,3,0,23
3,10,1,2,17,25,21,24,23,6,4,20,0,8,28,25,6,3,0,11,14,22,26,6,21,10,0,0,20,0,23,4,18,1,12,16,24,21,18,18
18,29,19,16,25,22,21,24,23,12,4,20,0,8,28,25,6,3,0,1,14,22,26,6,10,10,0,0,23,0,23,4,18,8,25,0,25,1,10,1
3,10,2,2,17,13,16,25,9,0,13,7,19,14,8,2,14,29,3,1,19,14,24,16,5,10,6,0,23,0,23,4,18,8,25,23,22,3,0,23
20,15,4,18,14,22,16,3,10,0,13,7,19,14,8,2,6,3,0,11,14,22,26,6,21,10,0,0,23,0,23,4,18,8,25,0,3,1,10,1
25,29,4,18,14,22,12,28,23,12,22,18,16,6,15,0,27,11,5,15,22,12,3,14,21,26,28,14,16,28,7,23,16,15,27,8,13,2,2,7
3,10,2,2,17,25,21,24,23,6,4,20,0,8,28,25,6,3,0,1,19,14,9,14,10,26,28,14,20,28,5,12,24,9,0,23,22,2,2,7
25,29,2,28,27,13,16,2,10,0,13,10,0,14,8,2,14,29,3,1,19,14,9,24,10,11,26,14,20,28,5,12,24,9,0,23,22,2,2,7
3,10,2,28,27,13,8,8,10,25,17,16,19,0,2,4,27,22,8,22,14,28,4,16,5,22,23,14,26,21,19,18,11,21,13,20,3,21,18,18
20,29,8,21,15,26,4,26,26,8,15,20,0,17,25,25,6,3,0,11,19,14,24,16,5,10,6,22,20,0,8,4,7,9,0,23,22,1,10,1
3,10,2,28,27,13,16,3,10,0,13,10,0,14,8,2,14,29,3,1,19,14,9,24,10,11,26,14,20,28,5,12,24,9,0,23,22,2,2,7
3,10,2,2,17,13,16,25,9,0,13,7,19,14,8,2,14,29,3,1,19,14,24,16,5,10,6,0,20,0,23,4,18,21,13,2,4,19,11,1
3,10,2,28,27,13,8,3,21,25,17,16,19,0,2,4,27,22,8,22,14,28,1,28,21,26,28,14,15,3,9,12,1,1,27,20,0,1,10,1
3,10,2,28,17,13,16,3,23,0,13,7,19,14,8,0,27,11,5,15,11,12,3,25,1,22,23,22,26,0,25,4,7,13,4,8,3,21,18,18
20,29,8,21,15,26,4,26,26,8,15,20,0,17,25,25,6,3,0,11,19,14,24,16,5,10,6,22,20,0,8,4,7,9,0,23,22,3,0,23
3,10,2,28,27,13,8,8,21,25,17,16,12,0,2,4,27,22,8,22,14,28,4,16,5,18,12,22,20,0,8,4,7,13,23,16,3,1,10,1
3,10,2,28,17,13,16,3,23,0,13,7,19,14,8,0,27,11,5,15,20,17,1,28,21,9,28,14,19,6,0,6,22,1,27,20,0,23,11,27
25,29,4,18,14,22,12,28,23,12,22,18,16,6,27,0,27,11,5,15,22,12,3,14,21,17,12,22,20,0,8,4,7,13,12,20,0,21,18,18
3,10,2,2,17,13,16,3,23,0,13,7,19,14,8,0,27,11,5,15,11,12,3,25,1,10,0,0,23,0,23,4,18,1,23,20,3,21,18,18
25,29,2,28,27,13,16,2,10,0,13,10,0,14,8,2,14,29,3,1,11,14,9,24,10,11,12,22,3,0,8,4,7,13,12,20,0,21,18,18
25,29,4,18,14,22,12,28,23,12,22,18,0,6,27,0,22,0,4,25,11,12,3,25,1,22,23,22,26,0,25,4,7,13,4,8,3,21,18,18
3,10,2,2,17,13,16,25,9,0,13,7,19,14,8,2,14,29,3,1,19,14,24,16,5,10,6,0,23,0,23,4,18,8,25,23,22,3,0,23
25,29,4,28,27,13,8,8,10,25,17,16,12,0,2,4,27,22,8,22,14,28,4,16,5,22,23,14,20,21,19,18,11,21,25,23,22,3,0,23
