20,2,18,6,16,7,10,16,12,23,16,20,6,0,9,19,9,29,2,23,10,29,29,12,7,20,9,2,20,13,23,11,25,23,27,10,16,9,20,26
26,22,18,6,16,7,10,16,12,23,16,20,0,0,9,19,9,29,2,23,3,3,6,23,0,22,19,19,29,0,20,11,26,13,16,2,23,19,9,16
26,22,18,6,16,7,10,16,12,23,16,20,0,0,1,19,9,29,2,23,11,29,29,12,7,20,9,2,17,13,23,11,25,23,27,10,16,19,9,16
26,22,18,6,16,7,10,16,12,23,16,20,6,0,9,19,9,29,2,23,10,29,29,12,7,20,9,2,17,13,23,11,25,23,27,10,16,9,20,26
26,22,18,6,16,7,10,16,12,23,16,20,19,0,9,19,9,29,2,23,10,29,29,12,7,20,9,2,17,13,23,11,25,23,27,10,16,9,20,26
26,22,10,7,10,6,13,5,5,12,24,14,1,22,28,14,12,13,2,3,3,3,6,23,0,22,19,19,16,0,18,11,26,13,16,2,23,9,20,26
26,22,10,7,10,6,13,5,5,12,24,14,19,22,28,14,12,13,2,3,3,3,6,23,0,22,19,19,29,0,20,11,26,13,16,2,23,9,20,26
26,22,18,6,16,7,10,16,12,23,16,10,6,0,9,19,9,29,2,23,10,29,29,12,7,20,9,2,17,13,23,11,25,23,27,10,16,9,20,26
29,23,4,7,10,6,10,16,10,23,16,20,6,0,9,19,9,29,2,23,3,3,6,23,0,22,19,19,29,0,20,11,26,13,16,2,23,9,20,26
26,22,18,6,16,7,10,16,12,23,16,20,19,0,9,19,9,29,2,23,3,3,6,23,0,20,9,2,17,13,23,11,25,23,27,10,16,9,20,26
26,22,18,6,16,7,10,16,12,23,16,20,19,0,9,19,9,29,2,23,10,29,29,12,7,20,9,2,17,13,23,11,25,23,27,10,16,9,20,26
20,4,4,6,16,7,10,16,10,23,16,20,6,0,9,19,9,29,2,23,10,29,29,12,7,20,9,2,17,13,23,11,25,23,27,10,16,9,20,26
20,22,10,7,10,6,13,5,5,12,24,14,1,22,28,14,12,13,2,3,3,3,6,23,0,22,19,19,29,0,18,11,26,13,16,2,23,9,20,1
26,22,18,6,16,7,10,16,12,23,16,20,0,0,9,19,9,29,2,23,10,29,29,12,7,20,9,2,17,13,23,11,25,23,27,10,16,9,20,26
26,22,18,28,16,7,10,16,12,23,16,20,6,0,9,19,9,29,2,23,3,3,6,23,0,22,19,19,29,0,20,11,26,13,16,2,23,19,9,16
26,22,18,6,16,7,10,16,10,23,16,20,6,0,9,19,9,29,2,23,10,29,29,12,7,20,9,2,17,13,23,11,25,23,27,10,16,9,20,26
26,22,18,6,16,7,10,16,12,23,16,20,6,0,9,19,9,29,2,23,3,3,6,23,0,22,19,19,29,0,20,11,26,13,16,2,23,19,9,16
26,22,18,6,16,7,10,16,10,23,16,20,6,0,9,19,9,29,2,23,10,29,29,12,7,20,9,2,17,13,23,11,25,23,27,10,16,9,20,26
26,22,18,6,16,7,10,16,12,23,16,20,6,0,9,19,9,29,2,23,10,29,29,12,21,20,9,2,17,13,23,11,25,23,27,10,16,9,20,26
26,22,18,6,16,6,10,16,23,12,16,20,6,0,9,7,1,6,1,14,3,3,6,23,0,22,19,19,29,0,20,11,26,13,16,2,23,3,9,1
26,22,18,6,16,7,10,16,10,12,16,20,6,0,9,19,9,29,2,23,3,3,6,23,0,22,19,19,29,0,20,11,26,13,16,2,23,19,9,16
26,22,18,6,16,7,10,16,12,23,16,20,6,0,9,19,9,29,2,23,3,3,6,23,0,22,19,19,29,0,20,11,26,13,16,2,3,19,9,16
20,2,28,9,20,6,13,5,5,12,24,14,1,22,28,14,12,13,2,3,3,3,6,23,21,22,19,2,17,13,23,11,25,23,27,10,16,9,20,26
26,22,18,6,16,7,10,16,12,23,16,20,6,0,9,19,9,29,2,23,3,3,6,23,0,22,19,19,29,0,20,11,26,13,16,2,23,19,9,16
20,22,18,6,16,7,10,16,12,23,16,20,19,0,9,19,9,29,2,11,10,29,29,12,7,20,9,2,17,13,23,11,25,23,27,10,16,9,20,26
26,22,18,6,16,7,10,16,23,23,16,10,6,0,9,19,9,29,2,23,10,29,29,12,7,20,9,2,17,13,23,11,25,23,27,10,16,9,20,26
26,22,18,6,16,7,10,16,23,23,16,20,6,0,9,19,9,29,2,23,11,29,29,12,7,20,9,2,17,13,23,11,25,23,27,10,16,9,20,26
29,23,4,7,10,6,13,5,5,12,24,14,19,22,28,14,12,13,2,3,3,3,6,23,0,22,19,19,20,0,20,11,26,13,16,2,23,9,20,26
11,25,28,9,20,22,10,16,12,23,16,20,0,0,9,19,9,29,2,23,10,29,29,12,7,20,9,2,17,13,23,11,25,23,27,10,16,9,20,26
26,22,18,6,16,7,10,16,12,23,16,20,6,0,9,19,9,29,2,23,10,29,29,12,7,20,9,2,17,13,23,11,25,23,27,10,16,9,20,1
26,22,18,6,16,7,10,16,12,23,16,20,6,0,9,19,9,29,2,23,3,3,6,23,0,22,19,2,20,13,23,11,25,23,27,10,16,9,20,26
11,25,28,9,20,22,10,16,12,23,16,10,0,0,9,19,9,29,2,23,10,29,29,12,7,20,9,2,17,13,23,11,25,23,27,10,16,9,20,26
20,2,28,6,16,7,10,16,12,12,16,20,6,0,9,19,9,29,2,23,3,3,6,23,0,22,19,19,29,0,20,11,26,13,16,2,23,19,9,16
20,2,10,7,10,6,10,16,12,23,16,10,6,0,9,19,1,6,1,11,3,3,6,23,0,22,19,19,29,0,20,11,26,13,16,2,23,3,9,1
